pid9072-01.wav,pid9192-01.wav
146.83138321995466,2.6643537414965985
146.8429931972789,2.6752380952380954
146.85460317460317,2.6861451247165533
146.85460317460317,2.6863038548752836
146.85460317460317,2.6864852607709753
146.85460317460317,2.686643990929705
146.85460317460317,2.686825396825397
146.86621315192744,2.6976643990929707
146.8778231292517,2.7084807256235828
146.88943310657595,2.719297052154195
146.90104308390022,2.730090702947846
146.9126530612245,2.740861678004535
146.92426303854876,2.7516326530612245
146.93587301587303,2.7624036281179136
146.94748299319727,2.773174603174603
146.95909297052154,2.7839455782312927
146.9707029478458,2.794716553287982
146.98231292517008,2.80546485260771
146.99392290249432,2.8162131519274376
147.0055328798186,2.8269614512471657
147.01714285714286,2.8377097505668933
147.02875283446713,2.84843537414966
147.0403628117914,2.859160997732426
147.05197278911564,2.869886621315193
147.0635827664399,2.880612244897959
147.07519274376418,2.8913378684807256
147.08680272108845,2.9020408163265308
147.0984126984127,2.912721088435374
147.11002267573696,2.9233786848072563
147.12163265306123,2.9340362811791385
147.1332426303855,2.9446938775510203
147.14485260770974,2.9553968253968255
147.156462585034,2.9660770975056687
147.16807256235828,2.976780045351474
147.17968253968255,2.987482993197279
147.19129251700681,2.998185941043084
147.20290249433106,3.0089115646258504
147.21451247165533,3.019659863945578
147.2261224489796,3.0304308390022676
147.23773242630386,3.0412018140589567
147.2493424036281,3.0519727891156463
147.26095238095238,3.0627437641723354
147.27256235827664,3.073514739229025
147.2841723356009,3.084285714285714
147.29578231292518,3.095034013605442
147.30739229024942,3.105759637188209
147.3190022675737,3.1164625850340135
147.33061224489796,3.1271655328798187
147.34222222222223,3.1378684807256234
147.35383219954647,3.1485714285714286
147.36544217687074,3.1592743764172337
147.377052154195,3.1699773242630385
147.38866213151928,3.1806802721088436
147.40027210884352,3.1913832199546484
147.4118820861678,3.2020861678004535
147.42349206349206,3.2127891156462587
147.43510204081633,3.2234920634920634
147.4467120181406,3.2341950113378686
147.45832199546484,3.2448979591836733
147.45832199546484,3.2449659863945577
147.4699319727891,3.255714285714286
147.48154195011338,3.266485260770975
147.49315192743765,3.277278911564626
147.5047619047619,3.2880725623582765
147.51637188208616,3.2988662131519275
147.52798185941043,3.3096825396825396
147.5395918367347,3.320498866213152
147.55120181405897,3.331315192743764
147.5628117913832,3.342154195011338
147.57442176870748,3.3529931972789115
147.58603174603175,3.363809523809524
147.59764172335602,3.3746031746031746
147.60925170068026,3.385374149659864
147.62086167800453,3.396122448979592
147.6324716553288,3.40687074829932
147.64408163265307,3.4176190476190476
147.6556916099773,3.4283673469387757
147.66730158730158,3.4391156462585033
147.67891156462585,3.4498639455782314
147.69052154195012,3.460612244897959
147.7021315192744,3.471360544217687
147.71374149659863,3.482108843537415
147.7253514739229,3.492857142857143
147.73696145124717,3.5035827664399095
147.74857142857144,3.5142630385487528
147.76018140589568,3.524965986394558
147.77179138321995,3.535646258503401
147.78340136054422,3.5463038548752834
147.7950113378685,3.5569614512471657
147.80662131519276,3.567596371882086
147.818231292517,3.5782539682539682
147.82984126984127,3.5889115646258505
147.84145124716554,3.5995691609977323
147.8530612244898,3.610204081632653
147.86467120181405,3.6208616780045353
147.87628117913832,3.631519274376417
147.8878911564626,3.642154195011338
147.89950113378686,3.652766439909297
147.9111111111111,3.6633560090702946
147.92272108843537,3.6739909297052153
147.93433106575964,3.6846485260770976
147.9459410430839,3.6953061224489794
147.95755102040818,3.7060090702947845
147.96916099773242,3.7167120181405897
147.98077097505669,3.7274603174603174
147.99238095238096,3.7382086167800455
148.00399092970522,3.748956916099773
148.01560090702947,3.759705215419501
148.02721088435374,3.770453514739229
148.038820861678,3.7812244897959184
148.05043083900227,3.791972789115646
148.06204081632654,3.802721088435374
148.07365079365078,3.8134920634920637
148.08526077097505,3.8242857142857143
148.09687074829932,3.8351020408163263
148.1084807256236,3.845918367346939
148.12009070294783,3.856734693877551
148.1317006802721,3.8675510204081633
148.14331065759637,3.8783673469387754
148.15492063492064,3.889183673469388
148.16653061224488,3.9
148.17814058956915,3.9108163265306124
148.18975056689342,3.921655328798186
148.2013605442177,3.93249433106576
148.21297052154196,3.943310657596372
148.2245804988662,3.9541043083900225
148.23619047619047,3.9648979591836735
148.24780045351474,3.975691609977324
148.259410430839,3.986485260770975
148.27102040816325,3.9972789115646257
148.28263038548752,4.008072562358277
148.2942403628118,4.018866213151927
148.30585034013606,4.029659863945578
148.31746031746033,4.040453514739229
148.32907029478457,4.05124716553288
148.32907029478457,4.0514965986394555
148.34068027210884,4.062290249433107
148.3522902494331,4.073083900226758
148.36390022675738,4.083900226757369
148.37551020408162,4.094739229024944
148.3871201814059,4.105578231292517
148.39873015873016,4.116417233560091
148.41034013605443,4.127256235827664
148.42195011337867,4.138049886621316
148.43356009070294,4.148843537414966
148.4451700680272,4.159637188208617
148.45678004535148,4.170453514739229
148.46839002267575,4.18124716553288
148.48,4.19204081632653
148.49160997732426,4.202834467120182
148.50321995464853,4.213650793650793
148.5148299319728,4.224444444444444
148.52643990929704,4.2352380952380955
148.5380498866213,4.246054421768707
148.54965986394558,4.2568480725623585
148.56126984126985,4.26766439909297
148.57287981859412,4.278458049886622
148.58448979591836,4.289251700680272
148.59609977324263,4.300068027210885
148.6077097505669,4.310861678004535
148.61931972789117,4.321678004535148
148.6309297052154,4.332471655328798
148.64253968253968,4.343287981859411
148.65414965986395,4.354104308390022
148.66575963718822,4.364943310657597
148.67736961451246,4.375850340136054
148.68897959183673,4.386780045351474
148.700589569161,4.397709750566894
148.71219954648527,4.408662131519274
148.72380952380954,4.419591836734694
148.73541950113378,4.430521541950113
148.74702947845805,4.441451247165533
148.75863945578232,4.452403628117914
148.77024943310659,4.463333333333333
148.78185941043083,4.474263038548753
148.7934693877551,4.485215419501134
148.80507936507937,4.496145124716553
148.81668934240363,4.507097505668934
148.8282993197279,4.5180272108843536
148.83990929705215,4.528956916099773
148.85151927437641,4.539909297052154
148.86312925170068,4.5508390022675735
148.87473922902495,4.561791383219955
148.8863492063492,4.572721088435374
148.89795918367346,4.583673469387755
148.90956916099773,4.594625850340136
148.921179138322,4.60562358276644
148.93278911564627,4.616621315192743
148.9443990929705,4.627641723356009
148.95600907029478,4.638616780045352
148.96761904761905,4.649591836734694
148.97922902494332,4.660544217687074
148.99083900226756,4.671496598639456
149.00244897959183,4.682426303854875
149.0140589569161,4.693356009070294
149.02566893424037,4.704308390022676
149.0372789115646,4.715238095238095
149.04888888888888,4.726213151927437
149.06049886621315,4.737165532879819
149.07210884353742,4.748140589569161
149.0837188208617,4.759092970521542
149.09532879818593,4.770068027210884
149.1069387755102,4.781020408163266
149.11854875283447,4.791995464852608
149.13015873015874,4.80297052154195
149.14176870748298,4.813922902494331
149.15337868480725,4.824897959183674
149.16498866213152,4.835873015873016
149.1765986394558,4.846848072562358
149.18820861678006,4.857823129251701
149.1998185941043,4.868775510204082
149.21142857142857,4.879750566893424
149.22303854875284,4.8907256235827665
149.2346485260771,4.901700680272109
149.24625850340135,4.912675736961451
149.25786848072562,4.923673469387755
149.2694784580499,4.934648526077098
149.28108843537416,4.945646258503402
149.2926984126984,4.956666666666667
149.30430839002267,4.967709750566893
149.31591836734694,4.978798185941043
149.3275283446712,4.9898866213151924
149.33913832199548,5.001020408163265
149.33913832199548,5.001360544217687
149.33913832199548,5.00172335600907
149.33913832199548,5.002086167800454
149.35074829931972,5.013287981859411
149.35074829931972,5.013673469387755
149.362358276644,5.024920634920635
149.362358276644,5.0253061224489795
149.37396825396826,5.036530612244898
149.37396825396826,5.036893424036281
149.37396825396826,5.037256235827664
149.37396825396826,5.037596371882086
149.38557823129253,5.048798185941043
149.39718820861677,5.06
149.40879818594104,5.0712244897959184
149.4204081632653,5.082448979591836
149.43201814058958,5.093718820861678
149.44362811791385,5.104965986394558
149.4552380952381,5.116235827664399
149.46684807256236,5.127505668934241
149.47845804988663,5.1387528344671205
149.4900680272109,5.150022675736961
149.50167800453514,5.161315192743764
149.5132879818594,5.172607709750567
149.52489795918368,5.183922902494331
149.53650793650795,5.1952607709750565
149.5481179138322,5.206621315192744
149.55972789115646,5.218027210884354
149.57133786848073,5.229433106575963
149.582947845805,5.240839002267574
149.59455782312926,5.252244897959184
149.6061678004535,5.263696145124716
149.61777777777777,5.275124716553288
149.62938775510204,5.286575963718821
149.6409977324263,5.298004535147392
149.65260770975055,5.309455782312925
149.66421768707482,5.320884353741497
149.6758276643991,5.3323356009070295
149.68743764172336,5.343764172335601
149.69904761904763,5.355170068027211
149.71065759637187,5.366553287981859
149.72226757369614,5.377913832199546
149.7338775510204,5.389274376417234
149.74548752834468,5.400657596371882
149.75709750566892,5.412018140589569
149.7687074829932,5.423401360544218
149.78031746031746,5.434784580498866
149.79192743764173,5.446213151927438
149.80353741496597,5.4576417233560095
149.81514739229024,5.46907029478458
149.8267573696145,5.480498866213152
149.83836734693878,5.491904761904762
149.84997732426305,5.503333333333333
149.8615873015873,5.514784580498866
149.87319727891156,5.526235827664399
149.88480725623583,5.5377097505668935
149.8964172335601,5.549206349206349
149.90802721088434,5.5607256235827665
149.9196371882086,5.572267573696145
149.93124716553288,5.583786848072562
149.94285714285715,5.595351473922903
149.95446712018142,5.606916099773243
149.96607709750566,5.618503401360544
149.97768707482993,5.630090702947846
149.97768707482993,5.630340136054421
149.97768707482993,5.630566893424036
149.9892970521542,5.642131519274376
150.00090702947847,5.653718820861678
150.0125170068027,5.665283446712018
150.02412698412698,5.6768707482993195
150.03573696145125,5.688458049886622
150.04734693877552,5.700022675736961
150.05895691609976,5.7116326530612245
